road_id,road_type,road_length_km,road_condition,road_width_m,traffic_level,elevation_m,slope_degree,rainfall_mm,temperature_c,previous_disruptions,previous_accidents,flood,landslide,bridge_damage,road_accessible,risk_score,risk_category
R05943,Highway,11.99,3,9.23,3,2428.6,34.14,66.39,24.5,3,4,1,0,0,0,0.46636641461298656,Moderate
R05944,Village Road,3.27,2,5.15,0,2492.4,19.35,148.31,34.33,2,2,1,0,0,1,0.4335801119312531,Moderate
R05945,Village Road,5.56,2,8.15,3,1610.7,41.41,12.89,22.82,1,2,0,0,0,1,0.3015790831699201,Moderate
R05946,State Highway,11.15,2,4.55,1,316.0,43.91,86.09,33.68,2,2,0,0,1,1,0.38302695519148283,Moderate
R05947,State Highway,5.13,2,9.53,0,2062.7,9.47,70.02,28.79,1,3,0,0,0,1,0.1100180429374528,Safe
R05948,Highway,13.74,3,3.55,0,1371.1,25.25,100.99,15.43,1,0,1,0,0,0,0.3685139195449824,Moderate
R05949,District Road,10.08,0,4.49,2,496.1,24.16,92.84,20.14,2,2,0,0,1,1,0.22628214804915725,Safe
R05950,Village Road,15.55,1,4.66,1,1460.4,39.06,78.16,16.57,0,2,0,0,0,1,0.13385081370531793,Safe
R05951,Highway,18.99,2,3.37,2,146.5,31.09,72.45,28.04,2,2,0,0,0,1,0.1866043017895126,Safe
R05952,State Highway,2.76,1,9.71,0,2432.6,27.33,35.89,29.17,4,2,1,0,0,1,0.3334459509211984,Moderate
R05953,Village Road,7.03,0,11.83,2,2073.6,30.56,21.44,27.1,1,1,0,0,0,1,0.11693916199507957,Safe
R05954,District Road,6.73,0,10.01,0,688.9,17.53,89.69,23.64,2,0,1,0,0,1,0.3487317827714308,Moderate
R05955,Highway,3.45,0,10.75,0,1076.3,43.21,113.37,20.05,2,0,1,1,0,1,0.5892869066377994,High
R05956,District Road,16.3,0,3.05,0,1018.4,2.59,11.49,34.61,0,2,0,0,1,1,0.12614761929200008,Safe
R05957,State Highway,15.32,0,4.06,2,2160.7,1.31,108.47,10.7,2,2,0,0,0,1,0.10738845595890438,Safe
R05958,State Highway,9.95,1,8.03,2,918.9,18.7,150.8,13.1,0,1,1,0,0,1,0.4784369291695427,Moderate
R05959,Village Road,10.99,2,11.8,0,167.6,6.96,22.24,24.97,1,0,0,0,0,1,0.1139124069504711,Safe
R05960,Village Road,1.66,2,8.95,1,576.0,24.52,127.4,28.9,5,0,0,0,0,1,0.2698441995990599,Moderate
R05961,District Road,11.33,2,6.37,2,578.1,0.41,178.08,33.94,1,4,1,0,0,1,0.43861429746685504,Moderate
R05962,Village Road,15.93,2,4.32,0,2375.6,20.69,118.33,22.26,2,2,1,0,0,1,0.465771067993933,Moderate
R05963,District Road,11.69,1,4.38,3,2313.9,13.27,140.64,16.65,1,1,0,0,0,1,0.11598938843250949,Safe
R05964,Village Road,5.67,0,6.26,3,786.5,9.11,102.75,31.58,3,1,0,0,0,1,0.14559698069431942,Safe
R05965,District Road,13.52,0,9.42,1,56.8,20.01,18.2,21.01,5,1,0,0,0,1,0.16775307673402232,Safe
R05966,Village Road,7.55,3,3.29,1,1316.6,38.45,75.75,13.23,4,2,1,0,0,0,0.4055701233730087,Moderate
R05967,Village Road,11.13,0,10.67,2,2003.2,29.49,39.64,23.05,3,0,0,0,0,1,0.16500262961804643,Safe
R05968,Highway,10.01,2,11.47,0,708.1,7.2,97.97,23.14,1,2,0,0,0,1,0.13520557583295978,Safe
R05969,Village Road,7.93,1,11.0,1,1125.7,22.45,102.43,15.73,6,0,0,0,0,1,0.2105334916468685,Safe
R05970,Village Road,14.52,3,11.22,0,473.3,41.93,10.85,13.55,2,3,0,0,0,1,0.23667565376046057,Safe
R05971,Village Road,17.74,1,3.14,3,852.1,19.77,73.59,13.56,3,4,0,0,0,1,0.2074997360280551,Safe
R05972,State Highway,0.6,2,11.8,2,1909.2,21.17,30.04,30.58,1,2,0,0,0,1,0.19883999777843692,Safe
R05973,Village Road,18.71,0,6.3,0,1099.3,42.36,96.55,22.53,2,1,0,0,0,1,0.12933522512691045,Safe
R05974,Village Road,10.47,0,10.82,1,1145.8,6.11,78.26,28.41,2,1,0,0,0,1,0.08443378371984869,Safe
R05975,State Highway,14.16,1,4.68,1,1984.4,33.08,292.29,34.06,3,1,1,1,0,1,0.7506914993635087,Critical
R05976,Village Road,17.18,3,7.02,2,1919.3,13.46,189.87,29.8,2,2,1,0,0,0,0.5628911663677272,High
R05977,Highway,9.61,1,3.4,1,508.5,38.97,57.45,13.92,1,3,0,0,1,1,0.2980365810004599,Moderate
R05978,Highway,16.78,3,3.36,1,1067.4,2.45,32.85,20.5,3,2,0,0,0,1,0.1941642904032218,Safe
R05979,District Road,3.96,2,11.49,0,2129.7,44.57,67.68,22.4,2,0,0,0,0,1,0.13111245090971121,Safe
R05980,District Road,3.6,2,10.3,1,1169.0,34.59,19.53,27.53,1,0,0,0,1,1,0.2563205870984426,Moderate
R05981,District Road,13.32,1,7.77,0,1671.3,12.79,56.53,34.12,3,1,1,1,0,1,0.49157725448033707,Moderate
R05982,Highway,17.47,1,7.73,0,799.6,34.24,107.79,17.13,2,0,1,0,0,1,0.3611899096721103,Moderate
R05983,Village Road,17.9,0,9.74,1,195.9,41.53,27.29,31.53,2,1,0,0,0,1,0.13797300015785507,Safe
R05984,Highway,13.05,3,6.08,1,454.0,5.08,80.14,11.8,1,1,0,1,0,0,0.42852137865373724,Moderate
R05985,Highway,10.75,3,9.86,3,1034.2,41.11,25.53,31.8,5,2,0,1,0,0,0.5081351631152633,High
R05986,Highway,6.96,2,7.37,2,916.0,16.21,103.36,27.37,0,0,0,0,0,1,0.23928713478475735,Safe
R05987,District Road,19.61,0,8.74,1,2244.3,0.29,19.26,10.71,2,3,0,0,0,1,0.06065753502352618,Safe
R05988,Village Road,6.73,0,11.68,3,1386.8,5.06,68.64,25.27,2,0,0,0,0,1,0.09512946104216485,Safe
R05989,District Road,15.01,3,7.24,2,1586.5,39.82,25.49,33.28,2,3,0,0,1,0,0.3368545749346212,Moderate
R05990,Village Road,10.87,0,6.77,1,1737.3,44.22,147.41,20.81,4,1,0,1,0,1,0.3850493170144048,Moderate
R05991,Highway,12.37,2,11.15,1,1352.5,40.29,230.84,12.93,1,2,1,0,0,1,0.5367119395088753,High
R05992,District Road,8.17,1,11.12,3,1935.6,19.87,78.1,34.72,3,1,0,1,1,1,0.4534813807991162,Moderate
R05993,District Road,19.31,1,11.93,1,1968.6,43.26,154.45,20.42,1,1,0,0,0,1,0.2368562841168,Safe
R05994,District Road,11.65,2,7.96,2,910.9,18.31,84.87,23.2,1,1,0,0,0,1,0.17615120764479103,Safe
R05995,Highway,18.79,0,6.1,0,257.7,5.12,143.45,34.18,2,2,0,0,0,1,0.12632635359544322,Safe
R05996,District Road,0.65,1,5.16,2,2466.6,15.34,107.81,24.62,4,1,0,0,0,1,0.25801074001167473,Moderate
R05997,District Road,11.67,3,3.31,0,1624.4,44.93,130.94,26.9,4,2,1,0,0,0,0.5197606727499571,High
R05998,Village Road,14.49,1,9.54,0,1786.8,28.17,70.48,27.75,0,1,0,1,0,1,0.3002133204547907,Moderate
R05999,District Road,15.03,2,5.1,2,1903.9,15.3,90.84,28.84,0,2,0,0,1,1,0.23294861601013506,Safe
R06000,Highway,18.15,2,8.46,2,1551.8,28.09,30.76,30.0,1,0,0,0,0,1,0.15049850449051658,Safe
R06001,District Road,0.59,0,11.25,1,1203.7,19.31,34.45,11.87,2,0,0,0,0,1,0.10368903553419326,Safe
R06002,State Highway,0.51,0,11.55,1,2462.4,2.23,19.98,33.36,1,2,0,0,0,1,0.033311351469562524,Safe
R06003,Village Road,9.71,1,3.04,0,1832.8,9.05,77.6,23.63,1,0,1,0,0,1,0.30359662205265553,Moderate
R06004,District Road,1.07,1,5.85,0,2122.3,0.87,19.85,23.35,2,1,0,0,0,1,0.0,Safe
R06005,State Highway,19.5,1,10.54,1,1127.2,11.47,93.71,30.89,2,2,0,0,0,1,0.1772198594544491,Safe
R06006,Village Road,4.83,2,7.83,0,2266.7,33.28,20.34,17.67,2,2,0,0,0,1,0.18056105200130562,Safe
R06007,District Road,9.72,0,10.27,1,1843.8,8.7,76.74,26.4,5,1,0,1,0,1,0.31940903410737526,Moderate
R06008,Highway,1.69,1,10.68,2,1878.0,23.76,72.49,17.93,0,2,0,0,0,1,0.16000786194520195,Safe
R06009,District Road,10.68,0,6.98,0,263.0,31.57,146.9,29.02,4,2,1,1,0,1,0.5599459312163488,High
R06010,State Highway,7.91,0,6.23,0,1562.8,24.69,92.16,20.82,0,1,0,0,0,1,0.13773431583997248,Safe
R06011,Village Road,1.37,1,7.1,3,871.3,0.69,85.71,14.67,3,1,0,0,0,1,0.193176400953095,Safe
R06012,Village Road,7.03,2,8.88,2,1689.1,16.35,59.71,32.72,0,2,0,0,0,1,0.2065028089716371,Safe
R06013,Village Road,8.13,0,6.3,0,1442.1,19.87,68.23,28.83,2,1,0,1,0,1,0.3200700924813913,Moderate
R06014,District Road,19.8,1,9.97,0,322.4,15.42,124.2,10.35,3,2,0,1,0,1,0.3922972809828032,Moderate
R06015,District Road,4.55,1,11.14,2,1348.5,24.58,48.89,11.61,4,2,0,0,0,1,0.13225730293981303,Safe
R06016,Village Road,11.12,0,5.54,1,1155.6,23.09,39.57,19.48,1,2,0,1,0,1,0.27405553760761997,Moderate
R06017,Highway,19.75,1,11.68,2,1952.3,8.44,44.01,29.5,3,1,0,1,0,1,0.27249823569984477,Moderate
R06018,District Road,15.94,3,8.6,1,1281.5,33.84,64.69,16.9,3,1,0,1,0,0,0.4132401787408774,Moderate
R06019,District Road,19.87,1,10.9,3,1228.8,7.25,152.44,34.77,3,2,0,0,0,1,0.19658910454335798,Safe
R06020,Highway,19.38,0,3.94,2,1812.8,20.65,26.44,32.98,0,2,0,0,0,1,0.09376425736944344,Safe
R06021,District Road,10.05,1,5.26,0,1688.0,34.03,112.28,31.62,3,1,1,1,0,1,0.610816758138451,High
R06022,Village Road,14.08,1,5.89,1,2480.0,31.38,80.59,10.23,2,1,0,1,0,1,0.40310776828331923,Moderate
R06023,Village Road,2.65,0,5.73,1,912.3,19.45,59.9,34.1,2,5,0,0,0,1,0.13000465530901117,Safe
R06024,Highway,9.1,0,4.55,0,1736.5,35.5,102.76,24.79,3,1,1,1,0,1,0.5522331629195629,High
R06025,Highway,16.28,0,10.81,0,459.8,32.12,72.4,24.78,4,0,0,0,0,1,0.15672795363274042,Safe
R06026,State Highway,10.35,0,6.77,0,2021.2,17.3,106.88,12.47,2,4,0,1,0,1,0.29605119258173923,Moderate
R06027,Village Road,14.2,0,11.67,1,1976.1,40.3,101.91,25.24,2,1,1,1,0,1,0.5635222706364232,High
R06028,Highway,15.04,1,8.25,1,1828.3,6.39,75.64,23.22,1,1,1,0,0,1,0.34926270544439136,Moderate
R06029,District Road,5.44,1,4.25,0,341.7,16.13,101.12,23.54,3,1,0,0,0,1,0.15086854424697344,Safe
R06030,Highway,17.58,2,7.91,2,2469.5,31.4,155.56,14.79,3,2,0,0,0,1,0.2697088651569949,Moderate
R06031,District Road,9.47,1,11.94,1,2359.4,39.28,104.21,23.58,1,1,0,1,1,1,0.5456012123260237,High
R06032,State Highway,4.6,2,8.09,3,956.7,14.52,120.58,11.81,3,1,1,0,0,1,0.4542632699262691,Moderate
R06033,Village Road,17.38,1,3.02,2,1464.4,25.26,40.26,10.53,3,0,0,0,0,1,0.15244587220153613,Safe
R06034,State Highway,8.65,0,11.4,3,2227.8,0.53,75.27,15.33,2,2,0,0,0,1,0.11921687575127526,Safe
R06035,District Road,15.13,1,5.11,3,1261.9,16.69,47.14,30.04,0,1,0,0,0,1,0.18222809470752507,Safe
R06036,State Highway,11.19,2,9.2,1,1518.0,14.89,52.35,25.09,4,1,0,1,0,0,0.38401092310196633,Moderate
R06037,District Road,7.95,0,7.64,1,1527.9,37.91,35.27,32.36,1,0,0,0,0,1,0.1118510335042448,Safe
R06038,Village Road,16.29,0,5.93,0,1640.7,3.33,5.92,19.72,1,0,0,1,1,1,0.2295132709274621,Safe
R06039,Highway,11.9,0,5.54,1,1460.0,2.8,44.57,18.75,3,4,1,0,0,1,0.2545960271753881,Moderate
R06040,Village Road,8.12,1,11.36,0,1044.6,19.92,82.69,27.5,1,2,0,0,0,1,0.14013626558349807,Safe
R06041,District Road,2.64,0,11.21,2,1371.7,18.33,37.63,20.18,4,2,0,0,0,1,0.05471531774196257,Safe
R06042,Highway,17.96,0,7.62,0,2185.0,7.27,133.11,19.53,4,0,0,0,0,1,0.09427586096787785,Safe
R06043,District Road,1.19,0,5.33,0,2167.1,11.85,92.27,21.65,1,2,0,1,0,1,0.3207844455510947,Moderate
R06044,State Highway,17.33,1,3.92,0,1942.7,43.84,4.64,12.87,3,2,0,1,0,1,0.3281054546987033,Moderate
R06045,District Road,7.52,1,4.41,3,1064.6,23.09,21.01,15.07,1,1,0,0,0,1,0.1958609327985553,Safe
R06046,Village Road,12.97,1,7.7,0,1975.6,3.95,15.89,25.08,1,0,1,0,0,1,0.34778282787975295,Moderate
R06047,Highway,18.48,1,5.77,2,1000.2,2.24,67.34,25.21,1,3,0,1,0,1,0.3249134726176568,Moderate
R06048,District Road,3.46,1,3.38,0,1677.0,1.89,47.85,24.76,3,0,0,0,0,1,0.07350429338555381,Safe
R06049,Village Road,11.56,0,7.1,2,1440.2,17.51,37.88,15.0,1,1,0,0,0,1,0.17099562300958537,Safe
R06050,Village Road,15.41,1,9.72,1,785.1,38.95,40.03,20.89,0,3,0,0,0,1,0.21360171663559943,Safe
R06051,District Road,15.27,0,11.03,1,1159.6,37.48,77.66,33.03,1,2,1,0,0,1,0.32615888659339454,Moderate
R06052,Village Road,10.75,1,8.27,3,2084.4,16.55,99.19,31.52,3,3,0,0,0,1,0.18133871883513344,Safe
R06053,District Road,12.68,1,9.51,0,2286.2,34.85,97.97,23.94,4,1,1,1,0,1,0.5974808907294561,High
R06054,State Highway,15.27,0,6.28,0,553.0,33.85,127.05,32.52,3,0,0,0,0,1,0.13485772666610207,Safe
R06055,Village Road,16.9,0,7.47,1,1167.7,21.73,44.1,26.88,4,0,0,0,0,1,0.08950854859715035,Safe
R06056,District Road,15.36,0,9.57,2,1112.1,18.2,111.84,20.31,1,5,0,0,0,1,0.1805976880367057,Safe
R06057,District Road,7.4,0,9.55,3,1248.1,8.12,68.32,29.41,1,1,0,0,0,1,0.17752411366668044,Safe
R06058,District Road,19.94,0,6.82,2,2442.7,12.54,25.5,17.55,2,2,1,0,0,1,0.29370561261863454,Moderate
R06059,Village Road,8.97,3,7.89,1,1320.9,15.24,176.26,31.37,1,4,0,0,0,1,0.35727233732905067,Moderate
R06060,Village Road,0.98,1,11.31,1,2083.7,36.57,79.57,18.24,1,1,0,0,0,1,0.17806941918073466,Safe
R06061,District Road,7.57,1,8.69,1,1676.6,24.88,28.5,29.86,1,2,0,0,0,1,0.13966632582489888,Safe
R06062,State Highway,2.99,1,8.78,1,312.6,9.04,36.03,17.03,2,0,0,0,0,1,0.09163795835215341,Safe
R06063,District Road,2.87,1,10.06,0,1754.4,4.31,71.31,32.92,4,1,0,0,0,1,0.0631005207757902,Safe
R06064,District Road,5.99,3,4.04,2,1635.3,22.35,147.89,14.62,3,0,1,1,0,0,0.6938226599382195,High
R06065,State Highway,1.54,2,7.71,0,1908.2,29.98,151.56,27.97,0,2,0,0,0,1,0.2714878605397323,Moderate
R06066,Village Road,13.93,2,11.63,1,232.4,36.85,45.77,20.22,2,3,0,0,0,1,0.22174440592042324,Safe
R06067,District Road,1.94,3,6.25,0,641.2,35.88,91.41,10.46,1,2,0,0,0,1,0.3050116471055392,Moderate
R06068,State Highway,4.46,0,5.65,1,1934.8,37.09,27.81,18.3,1,0,0,1,0,1,0.3446743917441793,Moderate
R06069,Highway,2.31,1,8.41,1,958.0,20.15,130.16,15.07,2,1,1,0,1,1,0.5183682147448688,High
R06070,State Highway,1.73,2,4.99,0,2281.5,38.95,132.45,23.88,1,1,1,1,0,0,0.6691525913310089,High
R06071,Village Road,5.72,1,8.0,0,1318.3,20.01,38.15,16.5,2,0,0,1,0,1,0.302062580634945,Moderate
R06072,State Highway,11.65,3,4.4,0,52.5,7.57,101.84,11.82,3,0,0,1,0,0,0.36569540830137404,Moderate
R06073,State Highway,19.31,0,8.22,0,1762.1,17.88,38.92,33.83,0,0,1,0,0,1,0.24524089896520318,Safe
R06074,District Road,17.57,1,8.42,0,1308.0,15.3,31.16,31.13,3,1,0,0,0,1,0.13991498034964894,Safe
R06075,State Highway,17.58,3,6.77,2,826.9,17.65,117.16,11.13,0,0,0,0,0,1,0.3017962813400162,Moderate
R06076,Highway,3.93,1,6.44,1,100.1,29.64,97.17,16.79,4,3,1,1,0,1,0.6023276209947492,High
R06077,State Highway,5.67,2,5.21,1,536.9,29.56,176.17,25.76,2,1,1,1,0,0,0.6858762023325834,High
R06078,District Road,1.99,0,5.98,1,445.9,10.12,62.76,18.03,2,1,0,0,0,1,0.00248688720009084,Safe
R06079,District Road,15.68,1,7.49,2,1478.0,14.22,254.43,17.05,2,1,0,1,0,1,0.4884994643650156,Moderate
R06080,State Highway,1.86,3,5.23,0,1935.4,26.79,101.34,24.9,2,3,1,0,0,0,0.440190012722096,Moderate
R06081,District Road,11.36,1,10.05,2,624.8,3.79,68.34,14.86,5,1,0,0,0,1,0.16844494962314732,Safe
R06082,Village Road,5.33,0,9.38,3,1759.4,30.99,60.78,26.21,2,4,0,0,0,1,0.23723752596709288,Safe
R06083,State Highway,5.25,0,5.42,0,2254.6,8.05,137.82,12.23,2,2,0,0,0,1,0.13194206167825814,Safe
R06084,State Highway,19.82,2,3.88,2,1572.9,38.28,100.94,18.12,1,2,1,1,0,0,0.6356030711511373,High
R06085,State Highway,15.26,2,3.0,0,1950.3,18.07,125.67,12.89,2,1,0,1,0,0,0.2782590647633835,Moderate
R06086,District Road,16.82,0,8.37,0,550.4,9.94,235.83,17.42,2,1,1,0,0,1,0.42229439094363314,Moderate
R06087,Village Road,11.65,0,4.9,0,233.6,30.05,40.86,27.07,0,0,0,0,0,1,0.036037413396477015,Safe
R06088,State Highway,17.48,2,3.11,2,945.2,24.93,21.09,29.1,0,0,0,1,1,0,0.49648337324138925,Moderate
R06089,District Road,13.09,2,6.23,2,1787.1,7.74,84.11,13.63,1,2,0,0,0,1,0.21508955204054936,Safe
R06090,Highway,18.95,0,11.66,1,1730.9,37.22,91.81,28.66,4,1,0,0,0,1,0.14929387386625456,Safe
R06091,District Road,5.99,0,9.21,1,2389.9,20.4,38.7,12.11,2,1,0,0,0,1,0.10691090660014768,Safe
R06092,Village Road,12.11,2,10.72,1,1593.4,6.85,60.77,15.41,2,2,0,0,0,1,0.13911313704217443,Safe
R06093,State Highway,13.96,1,4.3,1,1057.6,35.83,90.06,22.51,2,1,0,0,0,1,0.17134108250144836,Safe
R06094,District Road,8.16,3,3.66,2,2003.0,6.0,86.7,34.28,2,2,0,0,0,1,0.18361880438660333,Safe
R06095,State Highway,17.65,1,3.1,1,425.0,43.56,148.62,34.34,4,1,0,0,0,1,0.17938867888368165,Safe
R06096,District Road,19.61,1,11.6,1,2041.9,19.88,144.5,21.96,1,1,1,0,0,1,0.4063337804443136,Moderate
R06097,Highway,10.13,1,5.7,1,946.5,32.77,207.6,30.12,0,1,1,0,0,1,0.46918752275260817,Moderate
R06098,Village Road,8.12,3,7.14,3,427.3,20.34,48.08,23.83,1,0,0,0,0,1,0.22702528751510817,Safe
R06099,State Highway,9.7,1,6.55,2,447.2,8.44,48.72,28.79,1,3,0,0,0,1,0.08110296728072354,Safe
R06100,Village Road,17.13,0,9.57,0,2459.8,34.12,82.18,26.33,2,2,0,1,0,1,0.3627628615345029,Moderate
R06101,State Highway,13.09,0,5.79,1,1576.9,13.02,143.08,27.43,3,0,1,0,0,1,0.3348234082179532,Moderate
R06102,District Road,1.37,2,7.82,0,476.9,30.71,123.67,20.99,1,4,0,0,0,1,0.21603473795792566,Safe
R06103,State Highway,11.07,1,11.96,3,708.0,11.58,115.5,30.83,6,1,0,0,0,1,0.27405155745847487,Moderate
R06104,Village Road,0.84,1,7.0,1,961.6,10.85,116.86,21.14,7,3,1,0,0,1,0.37893857642402834,Moderate
R06105,Highway,15.68,1,7.96,0,187.0,20.59,44.82,27.64,1,2,1,0,0,1,0.338207334198558,Moderate
R06106,State Highway,6.9,0,7.52,1,315.6,36.73,34.41,31.76,2,3,0,0,0,1,0.1412647157357227,Safe
R06107,District Road,9.7,0,10.23,1,1916.3,27.61,32.35,26.39,1,2,0,0,0,1,0.11771126506175483,Safe
R06108,Highway,16.07,0,5.4,1,1977.8,2.91,102.43,22.74,1,4,0,1,0,1,0.3450261759031964,Moderate
R06109,State Highway,1.41,1,4.53,0,2471.2,33.02,32.99,23.21,2,2,1,0,0,1,0.36178303553559277,Moderate
R06110,Village Road,3.59,2,9.79,0,215.6,26.09,85.47,27.72,5,2,0,0,0,1,0.22610594235887913,Safe
R06111,Village Road,8.26,2,6.74,0,2228.5,28.06,58.38,12.3,1,3,0,0,0,1,0.2774024337309955,Moderate
R06112,State Highway,4.98,3,11.22,0,827.2,15.91,41.69,25.91,2,1,0,0,1,0,0.2866019255717093,Moderate
R06113,Village Road,7.09,1,8.8,1,853.2,25.03,49.26,19.37,0,0,0,0,0,1,0.1107631891612959,Safe
R06114,District Road,19.96,2,8.08,2,361.8,16.73,65.25,13.38,1,2,0,1,0,0,0.40568859145235936,Moderate
R06115,State Highway,16.6,0,3.63,0,2466.4,3.67,158.32,32.81,2,0,0,0,0,1,0.11857691554037834,Safe
R06116,District Road,17.74,0,9.57,0,2453.4,38.0,43.7,22.44,1,2,0,0,1,1,0.22324789161706762,Safe
R06117,District Road,18.77,0,9.17,2,2168.8,30.51,151.63,21.42,1,2,1,0,0,1,0.37333656508455454,Moderate
R06118,Village Road,7.15,1,8.76,2,272.4,30.17,67.44,23.56,5,0,0,0,0,1,0.23234705821974264,Safe
R06119,State Highway,6.29,0,5.41,1,2112.0,8.72,103.35,25.56,1,3,1,0,0,1,0.3147633422073011,Moderate
R06120,District Road,5.06,0,11.52,0,1604.8,29.86,69.38,14.87,4,2,0,0,0,1,0.08662061252640765,Safe
R06121,Highway,16.69,1,5.89,2,365.5,10.44,199.07,25.64,1,1,1,0,0,1,0.443913724978692,Moderate
R06122,Highway,13.75,1,4.37,0,691.3,30.94,91.31,18.81,2,3,0,0,1,1,0.33123668394989153,Moderate
R06123,Highway,5.11,1,11.88,3,1738.6,15.01,42.64,27.87,0,6,0,0,0,1,0.17603469223225937,Safe
R06124,Village Road,7.85,1,9.72,2,2018.4,7.09,123.11,29.3,1,1,1,0,0,1,0.3694111217733394,Moderate
R06125,Village Road,10.38,0,6.73,1,2127.8,40.78,25.7,10.19,0,1,0,1,0,1,0.29820966556404355,Moderate
R06126,Village Road,10.8,0,11.42,0,1382.4,4.71,105.28,27.91,2,1,0,0,0,1,0.09269299274268572,Safe
R06127,District Road,17.83,0,3.82,0,1359.8,34.28,48.3,18.81,2,0,0,0,0,1,0.06254765242553162,Safe
R06128,State Highway,7.92,0,3.79,3,1726.3,4.58,44.24,17.59,2,1,0,0,0,1,0.1878249274573069,Safe
R06129,State Highway,18.22,1,9.14,2,1955.4,30.81,72.73,19.32,0,1,0,0,0,1,0.17880783764430833,Safe
R06130,State Highway,9.11,2,4.6,1,467.9,4.97,76.88,24.39,2,3,1,0,0,1,0.38272240048370043,Moderate
R06131,State Highway,15.05,0,11.25,0,1862.6,22.9,30.83,12.86,0,2,0,0,0,1,0.11323041399988237,Safe
R06132,Village Road,18.64,1,10.56,1,887.1,8.46,61.34,27.46,3,0,0,0,0,1,0.15095884331871595,Safe
R06133,District Road,18.2,2,5.76,3,990.2,39.0,118.6,21.13,1,1,0,0,0,1,0.37052860163073076,Moderate
R06134,Highway,1.61,0,11.0,2,240.4,18.07,72.17,14.0,2,2,0,0,0,1,0.09515478519769374,Safe
R06135,Highway,4.51,0,3.39,0,1491.6,0.69,258.14,22.73,2,1,1,0,0,1,0.3606832631547595,Moderate
R06136,Highway,9.8,1,7.94,1,278.9,28.27,44.17,24.35,2,0,1,1,0,1,0.6473162014376844,High
R06137,District Road,8.92,1,11.42,0,2287.2,20.03,112.91,18.66,1,2,1,0,0,1,0.39620358560348834,Moderate
R06138,Village Road,13.0,1,10.7,3,1571.4,38.69,169.66,32.49,1,3,1,0,0,1,0.47494049122512516,Moderate
R06139,District Road,18.92,2,6.2,1,2476.2,19.49,54.41,27.43,1,2,0,0,0,1,0.08402697328644959,Safe
R06140,Village Road,2.69,0,4.65,2,651.8,18.5,33.6,26.53,1,1,1,0,0,1,0.2905222602280475,Moderate
R06141,District Road,9.31,1,4.89,0,1715.0,20.43,23.78,11.33,3,4,0,0,0,1,0.13027659890228274,Safe
R06142,State Highway,4.25,0,7.63,0,2412.9,38.69,88.65,22.54,1,2,0,0,0,1,0.14645859449096393,Safe
R06143,Highway,17.94,2,8.37,2,781.5,26.41,140.97,31.27,0,4,0,0,0,1,0.27490837306418703,Moderate
R06144,Village Road,19.31,2,3.3,2,286.0,30.12,78.14,26.71,2,4,0,0,0,1,0.20957943942573876,Safe
R06145,Village Road,9.83,0,6.72,0,1603.2,32.42,175.58,15.82,2,1,0,1,0,1,0.3589409457699414,Moderate
R06146,State Highway,2.53,0,10.47,1,946.9,42.19,152.11,31.53,3,2,1,1,0,1,0.632159217106003,High
R06147,District Road,15.81,0,7.0,1,719.0,37.69,30.39,19.24,2,3,0,0,0,1,0.16749059315523102,Safe
R06148,District Road,14.09,0,4.52,2,2484.3,41.73,54.43,32.88,1,2,0,0,0,1,0.1962417920614741,Safe
R06149,District Road,7.42,0,11.59,1,1897.6,15.45,146.22,22.81,0,2,1,0,0,1,0.33519921631444755,Moderate
R06150,Village Road,17.8,1,5.4,0,1239.2,9.67,313.5,29.67,2,1,1,1,0,1,0.7186257933714758,High
R06151,District Road,19.53,3,10.19,1,172.5,9.15,41.39,25.3,3,2,0,0,0,1,0.1990125649420449,Safe
R06152,District Road,11.38,1,4.74,2,519.5,38.6,82.94,17.28,1,1,0,0,0,1,0.16090762386128019,Safe
R06153,Highway,11.53,0,6.81,2,782.0,37.38,76.09,26.35,1,5,0,1,0,1,0.3076931262119972,Moderate
R06154,Highway,6.3,0,7.41,1,1243.6,29.27,47.03,10.24,3,1,0,1,0,1,0.30550937796865946,Moderate
R06155,State Highway,11.9,0,7.51,3,1268.3,2.83,47.92,30.88,4,0,0,0,0,1,0.06792426618044123,Safe
R06156,Highway,9.07,0,7.65,0,110.6,14.31,54.46,34.15,5,1,0,0,0,1,0.035079046549740235,Safe
R06157,District Road,6.39,2,5.02,1,2361.2,33.04,55.11,15.18,1,2,0,1,0,0,0.36705340465563213,Moderate
R06158,District Road,1.81,0,7.64,2,1379.9,11.19,6.14,32.09,2,2,0,0,0,1,0.06459344974347787,Safe
R06159,Highway,5.43,3,7.34,0,98.3,28.08,80.49,14.2,4,5,1,0,0,0,0.3647393161367424,Moderate
R06160,Village Road,4.36,1,4.88,3,1768.3,24.42,80.73,22.29,2,0,0,0,0,1,0.169571846950765,Safe
R06161,State Highway,11.07,1,11.89,1,224.8,11.82,75.55,17.31,2,0,0,1,0,1,0.343290817673564,Moderate
R06162,State Highway,12.23,1,10.79,1,1816.9,42.05,49.63,14.8,1,2,0,1,0,1,0.3823465278239239,Moderate
R06163,State Highway,12.37,1,10.99,0,1768.7,11.55,30.14,28.89,2,0,0,0,1,1,0.18420409320534714,Safe
R06164,State Highway,8.07,1,9.17,0,2463.1,40.27,90.35,30.17,0,2,1,1,0,1,0.6050058656755418,High
R06165,State Highway,8.71,0,4.44,1,888.0,24.34,303.67,30.97,2,0,0,0,0,1,0.2881383167880018,Moderate
